Transcript,Actual_Label,Predicted_Label,Phishing_Score(%),Is_Correct
"1일 지나갔네요! ㅋㅋ 저는 어제 하루 여자친구와 만나고 왔어요! 그러셨군요. 저는 요즘 항상 만족스러워서 좋네요 ㅎㅎ. 오오 그러신가요? ㅋㅋ 그러면 그쪽은 왜 만족스러우신거죠? 부모님께서 금전적으로 해주시는 지원이 감사해서요 ㅎㅎ. 와 ㅋㅋ 참으로 감사하다는 생각이 들 거라고 봅니다! 네 맞아요, 제가 곧 뉴질랜드로 어학연수를 가거든요! 정말이신건가요? ㅜㅜ 부럽다는 생각이 드네요! 저는 가본적 없어요. 저는 뉴질랜드에 가서 디자인을 전공할 건데, 아직 몇 가지 난관이 있네요!! 오오 예를 들면 어떤 난관이 있으신건지 궁금하네요! ㅋㅋ. 우선 영어 실력을 조금 더 키워야할 것 같아요, 아직 생활영어까지 밖에 안 되네요. ㅜㅜ그러시군요! 그러면 그쪽은 영어를 못 하시는 건가요? 생활영어를 해요~ 그래서 학원을 열심히 다녀보려고 합니다! ㅋㅋ 저는 영어를 잘 해서 공감이 안 되네요! 대화 즐거웠거요~ 네 알겠습니다, 오늘 즐거웠습니다! 또 연락주세요 ㅎ.",정상,피싱,100.0%,X
안녕하세요 저는 50대 여자입니다~ 네 안녕하세요 저도 50대 여자에요!! 친구해요~ 말편하게 하셔도 됩니다 ㅎㅎ.. 나이 비슷한거 같은데요? 오 그러자~ 나도 좋네~ 같은 50대니까 ㅎㅎ. 응 ㅎㅎ.. 오랜만에 또래 만나니까 반갑네~ 뭐하고 있었어? 그렇네 나도 반갑다야~ 나는 그냥 쉬고있었지~ 나는 오랜만에 지하철 탔는데~ 엄청 깔끔 하더라고~ ㅎㅎ.. 원래는 지하철 잘 안타나봐! 요즘 지하철 좋지~ 원래는 자차 이용하는데~ 수리 맡겨 가지고.. 그냥 당분간 대중교통 이용하려고 !! 아 그렇구나~ 근데 일을 하고있나봐? 일은 안하는데~ 그냥 여기저기 다닐일이 제법있거든!! 주말인데 뭐하고있어? 정원 좀 정리하고 가꿀까 생각중이야~움직이기 싫네.. 생각 하는건 또 뭐야 ㅎㅎ..그냥 후딱 움직여 버려야지 잠시만! 전화좀 받고 올께~ ㅋㅋ귀찮다는거지..허허 그래 전화 잘 받고 와!,정상,피싱,99.9%,X
미안~ 친구가 전화해서 또 막 교회 나오라고 난리네 난리야.. 원래 교회 안나가는거야? 아니면 다니다가 안가는중이야? 안나가지~ 나는 종교 없거든 ㅎㅎ.. 친구는 종교 있어?? 아 그렇구나ㅋㅋ 나도 종교는 없어! ㅎㅎ무교야 무교. 그래그래.. 없으면 안나가는거지~ 친구 귀찮아 죽겠네 ㅎㅎ.. 그러니까 ㅋㅋ 그냥 친구 전화 받지말아버려~ ㅎㅎ 어릴때 부터 친구라~ 또 막 안받고 그런 사이는 아니거든 !! 아 그런거야? 그럼 뭐 친구가 맨날 그냥 그러는건가부다 ㅋㅋ. 아까 정원 가꿀까 생각 한다더니 좀 했어?? 날도 좋은데 오늘. 나는 정원을 가꾸는게 괴로워.. 그래서 계속 생각중이라고 한거야 ㅋㅋ. 그게 한번 시작하면 멈출수 없더라고.. 일도 끝이 없고!! 그치? 그렇더라고 정말.. 잡초도 뽑아야되고 아휴..생각만해도 괴롭네. 슬슬 남편 올 시간이라~ 저녁이나 해야겠어 ~ ㅎㅎ 너도 밥 맛있게 먹어 !! 그래~ ㅎㅎ 너도 맛있게 먹고 또연락줘 !!,정상,피싱,99.6%,X
안녕~ 잘지냈어? 거의 한주만에 연락 하는거 같으네 !! 그렇네 정말 오랜만에 연락한다~ 난 잘지냈지~ 오늘 차 수리 끝나서 ~ 다시 차타고 다니는데 너무 편하다 !! 편하긴해 정말 차가 ㅋㅋ 대중교통보다는 ㅋㅋ. 그러니까.. 버스 지하철 얼마나 불편했는지 몰라 난 특히 버스~ ㅋㅋ그렇게 불편했어? 근데 버스가 뭐가 그렇게 불편했어? 그냥 사람 많은거 타면 벨을 내가 못누르는데 말을 못하겠는거야..ㅠ. 아 ㅋㅋ 벨에 손이 안닿을때 말하는거구나ㅋㅋ그럼그냥 가까운사람한테 부탁하면되지. 내가좀 다소 소극적이라서.. 막 말걸고 못해.. 그래서 막 몇정거자 더가고 그랬어.. 아이고.. 너도 참 너다.. 진짜 답답이네...왜 그걸 말을 못해 .. 그러니까 ㅋㅋㅋ 답답하지? 나도 내성격 답답한데 못고치겠네.. ㅋㅋ어차피 고칠생각도 없잖아~ 안그래? 그렇지 ㅎㅎ.. 잠시만 !! 나 배달한거 와가지고 밥먹고 연락할께 ~ 알겠어 그럼 밥 맛있게 먹고와서 연락해~,정상,피싱,100.0%,X
잘먹고 왔습니다~ 가끔 짜장면 시켜 먹으면 어찌나 맛있는지!!!즐겨 먹어!! 오래도 먹네~ 자장면 좋아하나부네ㅋㅋ 중식이 맛있긴하지~ 나 좀 오래 먹는편이야~ 한 한시간 먹었나? ㅎㅎ.. 나는 자장면에 식초 넣고 먹는데~ 그렇게 먹어봤어? 아니~ 왜 식초를 넣어먹어?? 금시초문이야.. 맛있어?? 맛있지~ 내가 신음식을 즐겨 먹거든~ㅎㅎ. 그건 좀 따라하기도 힘들어 보이네친구 ~ 진정해~ ㅋㅋ하지마 그럼.. 근데 나중에 그렇게 먹어보고 맛있다고 하기 없기. 응 ㅎㅎ.. 근데 뭐하고 있었어?? 밥은 먹었어? 아니 안아직 안먹었어~ 음악 듣고있어 ㅎㅎ. 음악 좋지~ 무슨음악? 나는 음악 안들은지 꽤됐네 ~ 나는 로큰롤음악을 좋아해서 로큰롤 음악 듣고있어~ 로큰롤음악이라.. 우리 남편이랑 대화 잘되겠네 ㅎㅎ.. 나는 한숨자야곘어..!! ㅋㅋ그래? 남편도 로큰롤 좋아하나부네ㅋㅋ 알겠어 잘자고 연락혀~,정상,피싱,100.0%,X
안녕하세요 저는 40대 여성입니다~ 네 안녕하세요 저는 10대 여성입니다 반가워요^^ 학생이시군요ㅎㅎ 공부하느라 힘들지요? 저는 헤드헌터로 일하고 있어요 네 하지만 저는 과외 받는 게 즐거워요 저의 부모님도 저에게 늘 관심이 많아서 그래도 행복해요 과외 받는 게 즐겁다니.. 부모님이 참 뿌듯하시겠어요^^ 저희 아이는  매일 학원가기 싫다고 하는데.. 핸드폰 게임만 해서 너무 속상해요 제가 게임에 관심이 없으니 대체 그걸 왜 하고 있는지 이해가 안되네요.. 스트레스를 푸는 방법이지 않을까요 저도 음악을 들으면서 쉬는 것을 좋아해요 디스코 음악을 자주 듣는데 공부 안 하고 음악을 들으면 가끔 너무 만족스러워요 휴..그렇군요 이해해야지 하지만 그게 참 쉽지가 않아요.. 저는 스트레스 받을 때 가끔 저만의 힐링  여행을 가는데 요즘 딱 떠나고 싶은 심정이네요 너무 춥지도 않고 여행 가기에 딱 좋은 것 같아요 책은 여행의 축소판이라고 하던데 책은 안 읽으시나요? 저는 자기계발서 읽는 것을 좋아해요 저도 책 좋아해요 최근엔 시간이 없어서 거의 못 읽긴 했지만요ㅠㅠ 두달 전에 불편한 편의점이라는 책을 봤는데 너무 재밌게 봤어요 제목만 들었는데 벌써 재미있을 것 같아요 책을 좋아하시는군요 그래도 어른들은 많이 안 읽잖아요 읽고 싶지만 시간이 없는 것도 있죠 핑계일 수도 있지만요 ㅎㅎ 기회가 된다면 읽어보세요 위트 넘치고 힐링되는 책이었어요  그런가요? 책 추천 감사해요 어렸을 때는 책을 더 많이 읽었는데 지금은 저도 그렇게는 많이 안 읽는 것 같아요 웹툰은 잘 보는데 말이에요 웹툰도 재밌죠 ㅎㅎ 뭐든 집중하고 재미를 느낀다면 좋은거지요~ 맞아요 그래도 역시 웹툰이 읽기 쉬워서인가 봐요 다음에 뵈어요 네 밤이 늦었네요 ^^;; 다음에 또 대화 나눠요~,정상,피싱,100.0%,X
4주만에 연락드려요~ 잘 지내셨나요 저는 과외도 받고 디스코 음악도 자주 들으면서 지냈어요ㅎㅎ 잘 지내셨나요? 뭐하고 시간 보내셨나요? 최근에 운동에 빠졌어요 ㅎㅎ 퇴근하고 운동하고 집에 오면 잠자기 바빠서 연락도 잘 못드렸어요 요즘 운동이 유행이긴 하죠 무슨 운동을 하셨나요? 필라테스 하고 있어요 힘들긴 한데 체형 교정도 되고 어깨 아픈 게 많이 좋아져서 계속 하려구요 필라테스도 엄청 힘들다고 들었어요 매일 갈비뼈를 열어서 숨을 쉬어라 한다고 하는 건 봤는데 저는 매일 만 보씩 걷고 있어요 근력운동이라 힘들긴해요 갈비뼈ㅋㅋ호흡법이 중요하긴하죠ㅋㅋ 만보 걷기 대단한데요! 그러니까 말이에요 필라테스 열심히 한 분들 보면 완전 탄탄하더라고요 네 엄마랑 매일 걷고 있어요 어플로 만보 채우면 식물 주는 것도 하고 있어요 엄마랑 걸으면서 얘기도 하고 참 좋겠어요 저도 저희 아이랑 걷기운동 해봐야겠어요 네 걸으면서 그냥 시시콜콜 이야기하는데 재미있어요 이런 시간이 가끔은 너무 만족스러워요 그리고 가끔은 걷다가 싸우기도 해서 서로 먼저 가기도 해요 엄마와 딸은 대부분 그렇죠 뭐 ㅎㅎ 그래도 다정해보이고 좋네요 맞아요 엄마가 맨날 온몸이 다 아프다고 했는데 그래도 운동 다니면서 체력이 좀 늘었는지 뛰기도 해서 기뻐요 엄마를 생각하는 예쁜 마음이 느껴져요^^@이름1@님 어머니는 참 좋으시겠어요 감사합니다 저희 엄마도 그렇게 생각하시면 좋겠어요 다음에 뵈어요 네 밤이 늦었네요~ 다음에 또 대화해요^^,정상,피싱,97.1%,X
대화한지 45시간이 지났네요 나이차가 많이 나는데도 @이름1@님과의 대화는 편하고 즐거워요^^ 어제는 어떻게 지냈나요? 거의 이틀만이네요 저도 대화하는 거 즐거워요 친구랑 나가서 돌아다니고 산책도 하고 왔어요 산책 했군요~ 저도 아까 아이랑 동네 하천따라 걷기운동 하고왔어요 네 친구랑 자주 자전거를 타는데 친구가 날이 너무 춥다고 그냥 걷기만 하자고 해서요 즐거운 시간 보내셨겠네요 춥지는 않으셨나요? 오늘 날씨가 포근하더라구요 걷다보니 살짝 땀도 나고 딱 좋았어요 아이랑 대화도 많이 해서 참 좋았네요 맞아요 산책을 같이 하면 그 시간 동안 상대방에 대해서 더 잘 알 수 있어서 좋은 것 같아요 운동을 해서 피부 사이에 있는 활성 산소를 줄이면 노화가 천천히 온대요 과한 운동은 오히려 노화가 빨리 온다고 하더라구요~ 뭐든지 적당한게 좋은 법이죠~ 필라테스로 근력운동하고 가끔씩 이렇게 아이와 산책하며 걷기 운동하면 건강해지겠죠?ㅎㅎ 그래서 텔레비전에서 몸 만든다고 열심히 한 사람들 보면 훅 늙는 건가 봐요 그렇게만 하면 엄청 건강하실 것 같은데요? 저는 자전거를 무리하게 타서 방광염이 왔어요 운동 선수들도 오히려 건강이 안 좋은 경우가 많다고 하더라구요.. 자전거를 얼마나 무리하셨길래 방광염이 왔나요ㅠㅠ 많이 피곤하셨나보네요 몸이 많이 쓸 수록 닳아서 그런가 봐요 몸이 개복치라서 조금 무리하면 안 좋아지고 뭐든 게 적당해야 되나 봐요 여름에 매일 나가서 몇 시간씩 탔더니 살도 다 타버리고 방광염이 와서 자전거 금지 당했어요 하하 뭐든 적당한 게 제일 좋은저교ㅠㅠ 방광염은 피곤할 때 많이 걸린다고 하던데.. 어서 회복하시길 바래요 네 그래도 많이 좋아졌어요 계속 앉아서 타서 자극이 많이 돼서 그런 것 같다고 하더라고요 약도 꾸준하게 먹어서 지금은 괜찮아졌어요 걱정 감사해요 어릴 때에는 태권도 다녔었는데 그 이후로 발을 자주 접질렀었는데 최근에 가보니까 뼈가 떨어져서 조각이 떨어져 있다고 하더라고요 아팠을 거라는데 그것도 몰랐어요 하하 어머나 그런 경우도 있네요.. 안 아프셨다니 신기해요 그러니까 말이에요 제가 아픈 거를 잘 참기는 하는데 그정도로 참는 사람인 줄은 몰랐어요 다음에 또 이야기해요 네 저도 이제 일 해야겠어요~ 다음에 또 대화해요^^,정상,피싱,80.1%,X
22시간이 지났네요 방광염은 차도가 좀 있으신가요? 바쁘셨나 보네요 네 물을 떠오를 때마다 마셔서 괜찮아졌어요 처음에 걸렸을 때는 화장실이 방금 갔는데도 가고 싶어서 정말 곤란했어요 아 운동을 많이 하는 사람은 소변도 잘 참을 수 있대요 그것도 근육 능력인가 봐요 방광염에는 물을 많이 마셔야 하나보군요! 운동 많이 하면 소변을 잘 참나요? 일리있는 것 같기도 하네요 ㅋㅋ 네 물을 너무 안 마셔도 생긴다고 하더라고요 제가 어렸을 때부터 밖에서 화장실을 안 다녀서 더 그런 거였을 수도 있어요 네 대박이죠 어렸을 때부터 태권도 했던 게 도움이 됐을 수 있어요 하하 운동을 여러가지 많이 하시니 여러모로 좋은 점이 많네요 ㅋㅋ 저는 40대 접어들면서 운동을 시작했어요 젊었을 때 미리 운동을 했으면 체력이 더 좋았을까 하는 아쉬움이 커요 오히려 저는 나이가 들어서도 운동을 시작하고 열심히 하는 모습이 멋지다고 생각해요 그리고 딱 몸 신경을 쓰기 좋은 시기라고 생각해요 체력이 더 좋아지실 거예요 아 체력 올리기에는 유산소가 좋다고 하더라고요 유산소와 근력운동을 병행하는 게 가장 좋다고 하더라구요~ 필라테스로 근력 운동 하고는 있는데 체력이 점점 딸리네요 그래도 근육이 잘 잡혀 있을 것 같아요 너무 멋있네요 저희 아빠는 등에 살이 있으면 안 된다고 막 지적하더라고요 아빠는 운동도 안 하면서 말이에요 가끔 축구는 하지만요 저희 남편도 조기 축구 나가요 남자들은 축구가 그렇게 재밌나봐요 그런가 봐요 나가서 골이라도 넣는 날에는 집에 와서 자랑도 엄청 해요 저도 그렇게 오래 뛰고 싶기는 한데 조금 달리면 금방 지쳐서 헉헉거려요 @이름1@님 아버님과 우리 남편이 도플갱어인가 싶네요 ㅋㅋ 어쩜 그리 똑같죠? 저는 조기 축구 대회에 온 가족이 가서 구경한 적도 있어요.. 남편이 하도 같이 가자고 졸라서요  너무 웃겨요 축구하는 남자들은 다 똑같나 봐요 나이가 먹어도 골 넣은 거 자랑하고 싶나 봐요 너무 웃겨요 저도 어렸을 때는 그랬었는데 그때 구경하고 응원했던 기억이 좋은 기억으로 남았어요 아이들은 재밌어 하더라구요 저희 아들도 축구 좋아해서 어릴 때 아빠가 자주 데리고 다녔어요 ㅎㅎ @이름1@님처럼 우리 아들에게도 좋은 기억이겠죠?^^ 당연하죠 너무 재미있고 행복한 기억이에요 아빠랑 좋아하는 운동을 같이 보고 즐기는 건 또 다른 기분이거든요 또 다음에 이야기해요,정상,정상,89.4%,O
안녕하세요? 저는 30대 여자입니다. 반가워요. 안녕하세요~ 저는 20대 여자에요! 반가워요~ 20대면 아직 대학생인가? 직장인인가요? ㅎㅎ 방송과 대학생이에요.. 그래서 방송 크리에이터 동아리에 참여하고 있어요! 우와 요즘 크리에이터들 @홈페이지@로도 영상 촬영 많이 하잖아요~ 그런 활동도 해요? 네 ㅎㅎ 형제가 없어서 외로웠는데 여기 동아리에서 친구 많이 사겼어요! 저도 @홈페이지@ 활동 해보고 싶네요 ㅎㅎ ㅎㅎ동아리 활동이 그래서 좋죠! 저도 간호학과 나왔는데 지금은 동아리에 사귄 과 친구들이랑 더 잘 알고 지내요 ㅋㅋ 그쵸~ 오 간호학과 너무 대단하세요~!! 공부 많이 어려울거 같아요. 지금은 졸업한 지가 오래라 다 까먹었... 아 비밀이에요 ㅎ 지금은 뭐하고 계셨어요? 저는 피아노 연주를 하고 있었어요. 이게 취미라서 자주 피아노 연주를 해요 ㅎㅎ 와~ 엄청 교양 있으신데요? 저는 악기 연주를 할 줄 몰라요 ㅎㅎ 제가 방해한 거 아닌가 모르겠어요. 아니에요~ 선생님과 얘기하니 즐거운걸요! 선생님은 다른 취미가 있으신가봐요 ㅎㅎ 저는 독서를 좋아합니다^^ 하지만 좀 가려요 ㅋㅋ 소설은 좋아하고 시는 싫어해요. 그러시구나~ 저는 이만 가봐야 할거 같아요! 다음에 또만나요~ 네~ 피아노 연주 즐겁게 하시길 바랄게요~ 그럼 다음에 또 봐요 ^^,정상,피싱,100.0%,X
안녕하세요~ 1일만이네요~ 피아노 자주 연주하신다고 하셨는데 오늘도 연주했나요? 네~ 시간이 빨리 흐르네요ㅎㅎ 오늘도 연주했습니다~ 선생님도 잘지내셨죠?  ㅎㅎ그럼요. 혹시 식사는 하셨어요? 밥때 연락을 해버렸네 저 오늘 치킨 먹었어요! ㅎ 요즘 진로 때문에 고민이 많아요. 선생님은 간호학과라서 취업이 잘되셨겠어요! 네~ 저는 바로 간호사로 취직한 케이스에요. 님도 방송쪽이면 일자리는 많지 않아요? 경력자를 많이 구하더라구요. 이럴줄 알았으면 취업잘되는 과로 갈껄 그랬어요 ㅠㅠ 에구 ㅠㅠ 아니면 지금부터 공무원 준비도 나쁘지 않죠? 요즘 학생들 많이 하잖아요. 공무원도 괜찮은거 같아요! 요즘 취업이 어려우니 많이 준비하더라구요~! 근데 방송 일을 좋아해서 진로를 그쪽으로 잡은 거 아니에요? 포기하기가 아까울 것도 같아요. 네 .. 아까워서 일단은 계속 노력해보고 있어요! 안되면 다른일 하던지 하려구요 ㅎㅎ ㅎㅎ좋은 생각이에요. 아직 학생이고 20대니까 시간 많아요 천천히 생각해봐요! 네~ 선생님 고마워요! 스트레스 받는데 피아노 연주나 해야겠어요.. ㅋㅋㅋ그럼 피아노 연주하시게 비켜드릴게요 ㅋㅋ 다음에 연락 줄게요. 네~ㅎㅎ 다음에 또만나서 얘기 나눠요~! 네 즐거웠어요~ 그럼 다음에 또 볼게요~,정상,피싱,100.0%,X
